"","TYPEOFTREE","SPECIESTYPE","SPECIES","AGE","DESCRIPTION","TREESURROUND","VIGOUR","CONDITION","DIAMETERinCENTIMETRES","SPREADRADIUSinMETRES","TREELOCATIONX","TREELOCATIONY","LONGITUDE","LATITUDE","TREETAG","TREEHEIGHTinMETRES"
"24883","StreetTree","Cherry","Prunus x schmittii","Young Mature","Semi-Mature","Paved Brick Paviour","Normal","Poor",19,2,333865.67,374527.24,-5.929371,54.601227,"0",0
"24884","StreetTree","Cherry","Prunus x schmittii","Juvenile","Extra Heavy Standard","Paved Brick Paviour","Normal","Poor",8,1,333862.73,374517.47,-5.929421,54.60114,"0",0
"24885","StreetTree","Cherry","Prunus x schmittii","Young Mature","Semi-Mature","Paved Brick Paviour","Normal","Poor",22,3,333850.55,374537.71,-5.9296,54.601325,"0",0
"24886","StreetTree","Cherry","Prunus x schmittii","Young Mature","Semi-Mature","Paved Brick Paviour","Normal","Poor",20,3,333841.97,374543.92,-5.92973,54.601383,"0",0
"24887","StreetTree","Cherry","Prunus x schmittii","Young Mature","Semi-Mature","Paved Brick Paviour","Normal","Poor",16,3,333784.1,374572.18,-5.930612,54.601652,"0",0
"24888","StreetTree","Hazel","Corylus colurna","Juvenile","Extra Heavy Standard","Paved Brick Paviour","Normal","Poor",9,1,333436.85,373838.17,-5.936315,54.595154,"0",0
"24889","StreetTree","Lime","Tilla cordata 'Green Spire'","Young Mature","Semi-Mature","Paved Brick Paviour","Normal","Poor",19,3,333729.38,374037.96,-5.931701,54.596871,"0",0
"24891","StreetTree","Rowan","Sorbus aucuparia 'Embley'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",14,2,333936.11,373834.21,-5.928598,54.594987,"0",0
"24892","StreetTree","Lime","Tilla cordata 'Green Spire'","Young Mature","Semi-Mature","Other","Normal","Poor",13,2,333730.98,374024.17,-5.931683,54.596747,"0",0
"24893","StreetTree","Maple","Acer platanoides 'Erectum'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",15,3,334243.8,374011.41,-5.92376,54.596496,"0",0
"24894","StreetTree","Maple","Acer platanoides 'Erectum'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",13,2,334201.71,374297.32,-5.92428,54.599074,"0",0
"24900","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",18,3,333954.8,373645.41,-5.928395,54.593287,"0",0
"24901","StreetTree","Maple","Acer platanoides","Juvenile","Extra Heavy Standard","Paved Brick Paviour","Normal","Poor",8,1,333543.69,374012.58,-5.934584,54.596692,"0",0
"24904","StreetTree","Pear","Pyrus calleryana 'Chanticleer'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",15,1,333792.84,374798.01,-5.930374,54.603677,"0",0
"24905","StreetTree","Lime","Tilla (type)","Young Mature","Semi-Mature","Grass","Low","Poor",12,2,333538.25,374372.9,-5.934504,54.599928,"0",0
"24906","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Young Mature","Semi-Mature","Paved Brick Paviour","Normal","Poor",12,1,333910.9,374033.58,-5.928897,54.596783,"0",0
"24907","StreetTree","Maple","Acer platanoides 'Erectum'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",17,3,334228.95,374024.07,-5.923984,54.596614,"0",0
"24910","StreetTree","Maple","Acer platanoides","Young Mature","Semi-Mature","Tarmac","Normal","Poor",12,2,332758.86,374786.98,-5.946368,54.60385,"0",0
"24911","StreetTree","Maple","Acer cappadocicum 'Rubrum'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",22,3,332883.22,374774.37,-5.944451,54.603705,"0",0
"24912","StreetTree","Rowan","Sorbus aucuparia (type)","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",9,2,332570.5,376652.08,-5.948438,54.620643,"0",0
"24913","StreetTree","Lime","Tilla (type)","Juvenile","Heavy Standard","Tarmac","Normal","Poor",6,1,332489.2,376606.68,-5.949717,54.620257,"0",0
"24914","StreetTree","Lime","Tilla cordata 'Green Spire'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",19,3,333961.43,373962.96,-5.928148,54.596136,"0",0
"24916","StreetTree","Lime","Tilla cordata 'Green Spire'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",16,3,334123.61,373979.2,-5.925633,54.596239,"0",0
"24920","StreetTree","Rowan","Sorbus aucuparia 'Embley'","Juvenile","Heavy Standard","Tarmac","Normal","Poor",6,1,334147.02,374661.19,-5.92496,54.602355,"0",0
"24923","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",12,1,333991.15,374067.68,-5.92764,54.597068,"0",0
"24924","StreetTree","Cherry","Prunus avium 'Plena'","Young Mature","Semi-Mature","Grass","Normal","Poor",23,3,330113.29,370476.29,-5.989187,54.565838,"0",0
"24925","StreetTree","Cherry","Prunus avium 'Plena'","Young Mature","Semi-Mature","Grass","Low","Poor",14,2,330100.47,370500.12,-5.989374,54.566056,"0",0
"24926","StreetTree","Ash","Fraxinus excelsior 'Atlas'","Juvenile","Extra Heavy Standard","Paved Brick Paviour","Normal","Poor",10,2,333620.95,374026.78,-5.933383,54.596799,"0",0
"24927","StreetTree","Ash","Fraxinus excelsior 'Atlas'","Juvenile","Extra Heavy Standard","Paved Brick Paviour","Normal","Poor",10,2,333620.52,374040.03,-5.933383,54.596918,"0",0
"24928","StreetTree","Rowan","Sorbus aucuparia 'Embley'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",17,2,333927.58,373922.08,-5.92869,54.595778,"0",0
"24929","StreetTree","Oak","Quercus robur 'Fastigiata'","Juvenile","Extra Heavy Standard","Paved Brick Paviour","Normal","Poor",9,1,334334.2,373986.82,-5.922374,54.596252,"0",0
"24932","StreetTree","Rowan","Sorbus aucuparia","Young Mature","Semi-Mature","Tarmac","Normal","Poor",21,2,331860.89,376645.31,-5.959419,54.620768,"0",0
"24933","StreetTree","Cherry","Prunus (type)","Young Mature","Semi-Mature","Tarmac","Low","Poor",20,3,333052.98,377198.94,-5.940726,54.625426,"0",0
"24934","StreetTree","Cherry","Prunus padus","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",8,2,333013.77,377210.05,-5.941328,54.625536,"0",0
"24935","StreetTree","Cherry","Prunus (type)","Young Mature","Semi-Mature","Tarmac","Low","Poor",15,3,332956.51,377214.75,-5.942212,54.625593,"0",0
"24936","StreetTree","Cherry","Prunus (type)","Young Mature","Semi-Mature","Tarmac","Low","Poor",-14,3,332940.8,377215.28,-5.942455,54.625602,"0",0
"24937","StreetTree","Lime","Tilla cordata 'Green Spire'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",11,2,333274.03,374733.77,-5.938426,54.603237,"0",0
"24938","ParkTree","Beech","Fagus sylvatica","Young Mature","Semi-Mature","Grass","Normal","Poor",59,6,330997.7,370883.95,-5.975341,54.56927,"180",17
"24941","StreetTree","Hazel","Corylus colurna","Young Mature","Semi-Mature","Tarmac","Low","Poor",11,1,331901.86,373494.69,-5.960201,54.592473,"0",0
"24942","ParkTree","Pine","Pinus nigra","Young Mature","Semi-Mature","Grass","Low","Poor",65,9,330220.33,372834.52,-5.986489,54.586982,"3269",0
"24946","ParkTree","Pine","Pinus nigra","Young Mature","Semi-Mature","Grass","Low","Poor",64,7,330484.99,373041.12,-5.982306,54.588769,"3292",0
"24947","StreetTree","Pear","Pyrus calleryana 'Chanticleer'","","N/A","Paved Brick Paviour","Normal","Poor",-1,2,333729.16,374296.73,-5.931587,54.599194,"0",1
"24949","StreetTree","Maple","Acer platanoides 'Columnare'","","N/A","Tarmac","Low","Poor",-1,3,331682.61,375135.44,-5.962855,54.60726,"0",1
"24950","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Juvenile","Select Standard","Tarmac","Low","Poor",5,1,330748.04,376818.01,-5.976559,54.622608,"0",7
"24956","ParkTree","Pine","Pinus nigra (type)","Young Mature","Semi-Mature","Shrubs","Low","Poor",38,10,331471.31,374992.14,-5.966187,54.606029,"312",13
"24958","ParkTree","Pine","Pinus nigra (type)","Young Mature","Semi-Mature","Grass","Low","Poor",40,4,331563.65,374906.88,-5.964797,54.605239,"1",11
"24960","ParkTree","Pine","Pinus nigra (type)","Young Mature","Semi-Mature","Grass","Low","Poor",68,7,331443.96,375087.2,-5.966567,54.606889,"288",16
"24961","ParkTree","Maple","Acer (type)","Young","Juvenile/Young","Grass","Low","Poor",32,5,331557.63,375108.41,-5.9648,54.60705,"549",11
"24964","ParkTree","Pine","Pinus nigra (type)","Young","Juvenile/Young","Shrubs","Low","Poor",30,4,331406.51,375193.15,-5.967099,54.60785,"264",10
"24965","ParkTree","Pine","Pinus nigra (type)","Young Mature","Semi-Mature","Shrubs","Low","Poor",45,0,331414.71,375179.17,-5.966978,54.607722,"267",14
"24968","ParkTree","Pine","Pinus nigra (type)","Young Mature","Semi-Mature","Shrubs","Low","Poor",36,4,331521.4,374884.94,-5.96546,54.605053,"355",14
"24969","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Shrubs","Low","Poor",38,6,331607.2,375092.54,-5.96404,54.606895,"557",14
"24970","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Grass","Low","Poor",48,4,331589.88,374931.88,-5.96438,54.605457,"6",7
"24971","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Grass","Low","Poor",41,4,331584.96,374924.73,-5.964459,54.605394,"4",14
"24974","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Grass","Low","Poor",65,8,331568.95,375063.53,-5.964645,54.606644,"491",13
"24975","ParkTree","Pear","Pyrus (type)","Young Mature","Semi-Mature","Grass","Low","Poor",44,5,331566.85,374923.22,-5.96474,54.605385,"589",10
"24976","ParkTree","N/A","N/A","Young","Juvenile/Young","Bare Ground","Low","Poor",32,6,330999.65,370741.28,-5.975375,54.567989,"806",9
"24980","ParkTree","Cherry","Prunus cerasifera 'Nigra'","Young Mature","Semi-Mature","Grass","Low","Poor",55,6,331329.16,370961.99,-5.970185,54.569885,"943",9
"24987","ParkTree","Chestnut","Aesculus hippocastanum","Young Mature","Semi-Mature","Grass","Low","Poor",64,0,331408.07,375361.56,-5.966999,54.609361,"191",14
"24990","ParkTree","Pear","Pyrus (type)","Young","Juvenile/Young","Grass","Low","Poor",19,3,331620.03,375138.49,-5.963821,54.607304,"409",4
"24998","ParkTree","Pine","Pinus nigra (type)","Young Mature","Semi-Mature","Grass","Low","Poor",42,6,331560.92,374890.04,-5.964847,54.605089,"364",16
"25001","ParkTree","Birch","Betula pubescens","Young Mature","Semi-Mature","Grass","Low","Poor",44,5,331083.68,370945.14,-5.973986,54.569797,"611",16
"25004","ParkTree","Pine","Pinus nigra (type)","Young Mature","Semi-Mature","Shrubs","Low","Poor",41,6,331496.32,374906.32,-5.965838,54.605252,"340",14
"25008","ParkTree","Poplar","Populus nigra 'Italica'","Young Mature","Semi-Mature","Grass","Low","Poor",65,4,330890.23,371014.37,-5.976944,54.570469,"345",20
"25010","ParkTree","Cherry","Prunus (type)","Young","Juvenile/Young","Grass","Low","Poor",15,4,331168.07,371050.15,-5.972635,54.570718,"649",6
"25012","ParkTree","Rowan","Sorbus aria","Young Mature","Semi-Mature","Grass","Low","Poor",37,3,337013.8,375424.75,-5.880275,54.608441,"128",9
"25014","ParkTree","Chestnut","Aesculus hippocastanum","Fully Mature","Fully Mature","Grass","Low","Poor",110,10,330986.32,372695.4,-5.974711,54.585535,"3672",0
"25015","ParkTree","Rowan","Sorbus aucuparia","Young","Juvenile/Young","Grass","Low","Poor",17,3,333887.95,371859.43,-5.930242,54.577272,"5",0
"25016","ParkTree","Maple","Acer platanoides","Young","Juvenile/Young","Grass","Normal","Poor",32,6,333881.67,371853.88,-5.930341,54.577224,"7",0
"25017","ParkTree","Alder","Alnus incana","Young","Juvenile/Young","Grass","Normal","Poor",22,3,333879.53,371838.34,-5.930381,54.577085,"13",0
"25018","StreetTree","Lime","Tilla cordata 'Green Spire'","Semi-Mature","Semi Mature","Paved Brick Paviour","Low","Poor",18,2,333651.53,374364.16,-5.932756,54.59982,"0",7
"25019","StreetTree","Lime","Tilla cordata 'Green Spire'","Semi-Mature","Semi Mature","Paved Brick Paviour","Low","Poor",16,2,333671.92,374359.76,-5.932443,54.599775,"0",6
"25022","ParkTree","Pine","Pinus nigra","Young","Juvenile/Young","Grass","Normal","Poor",30,4,332213.3,371513.87,-5.956277,54.57461,"127",20
"25025","ParkTree","Birch","Betula jacquemontii","Young","Juvenile/Young","Grass","Normal","Poor",23,6,336770.26,373066.77,-5.885139,54.58734,"171",8
"25026","ParkTree","Rowan","Sorbus aucuparia","Young","Juvenile/Young","Grass","Normal","Poor",27,3,336760.56,373084.51,-5.885281,54.587502,"172",7
"25027","ParkTree","Lawson Cypress","Chamaecyparis lawsoniana","Young","Juvenile/Young","Grass","Normal","Poor",26,3,332307.9,371564.13,-5.954792,54.575036,"17",9
"25029","ParkTree","Lawson Cypress","Chamaecyparis lawsoniana","Young","Juvenile/Young","Woodland","Normal","Poor",24,2,332397.9,371472.32,-5.953443,54.574188,"64",9
"25030","ParkTree","Hawthorn","Crataegus monogyna","Young Mature","Semi-Mature","Woodland","Low","Poor",37,4,332406.23,371450.65,-5.953324,54.573992,"72",6
"25032","ParkTree","Cherry","Prunus padus","Young","Juvenile/Young","Shrubs","Low","Poor",23,7,332385.44,371420.37,-5.953659,54.573725,"81",7
"25033","ParkTree","Maple","Acer platanoides 'Crimson King'","Young","Juvenile/Young","Grass","Normal","Poor",22,6,336886.86,373117.81,-5.883313,54.587766,"0",7
"25035","ParkTree","Chestnut","Aesculus hippocastanum (type)","Young","Juvenile/Young","Grass","Normal","Poor",8,3,332223.75,371497.08,-5.956123,54.574456,"121",5
"25036","ParkTree","Chestnut","Aesculus hippocastanum (type)","Young","Juvenile/Young","Grass","Normal","Poor",10,4,332217.03,371502.87,-5.956224,54.57451,"",5
"25041","ParkTree","Poplar","Populus alba","Young","Juvenile/Young","Grass","Low","Poor",14,2,337192.25,372931.67,-5.87868,54.586013,"4",8
"25043","ParkTree","Birch","Betula pendula","Young Mature","Semi-Mature","Grass","Normal","Poor",25,8,337264.17,373076.27,-5.877501,54.587291,"2532",15
"25045","ParkTree","Ash","Fraxinus excelsior","Young","Juvenile/Young","Other","Low","Poor",17,3,337028.2,373103.76,-5.881135,54.587602,"",22
"25048","ParkTree","Poplar","Populus alba","Young","Juvenile/Young","Grass","Normal","Poor",19,2,337028.81,372693.66,-5.881317,54.583921,"50",11
"25052","ParkTree","Poplar","Populus alba","Young Mature","Semi-Mature","Bare Ground","Low","Poor",36,4,333497.52,376397.41,-5.934213,54.618113,"176",24
"25053","ParkTree","Maple","Acer pseudoplatanus","Young","Juvenile/Young","Woodland","Low","Poor",29,3,333661.83,376366.19,-5.931686,54.61779,"329",10
"25054","ParkTree","Maple","Acer pseudoplatanus","Young","Juvenile/Young","Woodland","Low","Poor",31,5,333649.89,376377.4,-5.931865,54.617893,"332",11
"25055","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Grass","Low","Poor",44,6,333445.86,376505.68,-5.934963,54.619099,"204",14
"25059","ParkTree","Hornbeam","Carpinus betulus","Young Mature","Semi-Mature","Grass","Low","Poor",36,4,333792.47,376307.94,-5.929692,54.617232,"240",12
"25060","ParkTree","Hornbeam","Carpinus betulus","Young","Juvenile/Young","Grass","Low","Poor",30,5,333819.08,376295.72,-5.929286,54.617115,"245",9
"25061","ParkTree","Hornbeam","Carpinus betulus","Young","Juvenile/Young","Grass","Low","Poor",24,4,333823.53,376293.71,-5.929218,54.617096,"",8
"25062","ParkTree","Hornbeam","Carpinus betulus","Young","Juvenile/Young","Bare Ground","Low","Poor",35,5,333827.56,376302.62,-5.929151,54.617175,"247",1
"25063","ParkTree","Hornbeam","Carpinus betulus","Young Mature","Semi-Mature","Grass","Low","Poor",39,5,333831.21,376289.77,-5.929101,54.617059,"248",11
"25064","ParkTree","Hornbeam","Carpinus betulus","Young Mature","Semi-Mature","Woodland","Low","Poor",38,4,333838.62,376286.04,-5.928988,54.617023,"249",11
"25066","ParkTree","Maple","Acer platanoides","Young","Juvenile/Young","Grass","Low","Poor",30,4,333807.98,376322.88,-5.929445,54.617362,"266",11
"25067","StreetTree","Cherry","Prunus x hillieri 'Spire'","Juvenile","Extra Heavy Standard","Paved Brick Paviour","Normal","Poor",10,1,334046.59,374398.15,-5.926633,54.60002,"0",8
"25068","StreetTree","Ash","Fraxinus excelsior 'Atlas'","Semi-Mature","Semi Mature","Paved Brick Paviour","Normal","Poor",17,3,334033.97,374389.87,-5.926831,54.599949,"0",11
"25069","StreetTree","Ash","Fraxinus excelsior 'Atlas'","Semi-Mature","Semi Mature","Paved Brick Paviour","Normal","Poor",19,3,334059.19,374405.65,-5.926434,54.600084,"0",9
"25071","ParkTree","Willow","Salix (type)","Young Mature","Semi-Mature","Grass","Low","Poor",25,5,333755.82,372389.99,-5.932042,54.58207,"317",5
"25073","ParkTree","Maple","Acer pseudoplatanus","Young","Juvenile/Young","Grass","Low","Poor",35,4,336475.71,375122.45,-5.888737,54.605873,"306",9
"25075","ParkTree","Maple","Acer pseudoplatanus","Young","Juvenile/Young","Grass","Low","Poor",35,6,333604.78,376468.8,-5.932522,54.618726,"294",13
"25079","ParkTree","Willow","Salix (type)","Young Mature","Semi-Mature","Grass","Normal","Poor",69,5,331069.65,371070.38,-5.974147,54.570925,"562",18
"25080","ParkTree","Lime","Tilla cordata 'Green Spire'","Young","Juvenile/Young","Grass","Normal","Poor",20,3,331197.51,370933.18,-5.972232,54.569661,"733",6
"25081","ParkTree","Birch","Betula pubescens","Young","Juvenile/Young","Grass","Low","Poor",33,5,331161.76,370865.86,-5.972815,54.569065,"196",10
"25084","ParkTree","Hornbeam","Carpinus betulus","Young","Juvenile/Young","Grass","Low","Poor",29,4,333809.58,376300.03,-5.92943,54.617157,"243",9
"25085","ParkTree","Hornbeam","Carpinus betulus","Young","Juvenile/Young","Grass","Low","Poor",30,5,333812.6,376298.88,-5.929384,54.617145,"244",9
"25087","ParkTree","Maple","Acer platanoides","Young","Juvenile/Young","Grass","Low","Poor",29,5,333814.31,376320.91,-5.929348,54.617343,"265",11
"25091","ParkTree","Lime","Tilla x europaea","Young","Juvenile/Young","Grass","Low","Poor",32,5,331418.05,375359.89,-5.966846,54.609344,"185",5
"25111","ParkTree","Oak","Quercus robur","Mature","Mature","Shrubs","Normal","Poor",84,11,337225.55,373100.49,-5.878086,54.587519,"2527",23
"25137","ParkTree","Alder","Alnus glutinosa","Young","Juvenile/Young","Shrubs","Low","Poor",23,4,330636.06,372790.42,-5.980082,54.586479,"3139",0
"25148","ParkTree","Hawthorn","Crataegus (type)","Young","Juvenile/Young","Grass","Low","Poor",12,2,333977.08,376631.57,-5.926688,54.620088,"2115",0
"25149","ParkTree","Rowan","Sorbus aucuparia (type)","Young","Juvenile/Young","Grass","Normal","Poor",20,3,336315.39,373548.58,-5.891947,54.591788,"1",9
"25155","StreetTree","Hazel","Corylus colurna","Juvenile","Select Standard","Tarmac","Low","Poor",4,1,331697.95,376745.94,-5.961895,54.621714,"0",0
"25165","ParkTree","Alder","Alnus incana","Young","Juvenile/Young","Grass","Normal","Poor",15,4,330694.68,372938.19,-5.979111,54.587791,"3453",0
"25177","ParkTree","Alder","Alnus incana","Young","Juvenile/Young","Grass","Low","Poor",26,4,336534.95,375250.11,-5.887762,54.607003,"701",10
"25223","StreetTree","Hazel","Corylus colurna","Juvenile","Heavy Standard","Paved Brick Paviour","Low","Poor",5,1,331637.07,375644.98,-5.963331,54.611846,"0",0
"25243","StreetTree","Maple","Acer platanoides","Juvenile","Heavy Standard","Tarmac","Low","Poor",5,1,334638.33,374490.3,-5.917441,54.60069,"0",0
"25251","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",11,1,333951.92,373676.96,-5.928425,54.593571,"0",0
"25261","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Juvenile","Heavy Standard","Tarmac","Low","Poor",5,1,330735.54,376718.23,-5.976796,54.621715,"0",2
"25264","StreetTree","Lime","Tilla x europaea","Mature","Mature","Tarmac","Low","Poor",49,4,334798.05,372170.13,-5.916035,54.57982,"",13
